ID,Plaintext Name,Horizons Name,RA (deg),DEC,RA (hours),RA (solsys),DEC (solsys),Solar System Flag
513,NGC 1275 minihalo,,49.950833,41.511667,3.3300555333333337,,,0.0
689,NGC 1277*,,49.964583,41.573333,3.3309721999999997,,,0.0
402,NGC 1277,,49.964583,41.573333,3.3309721999999997,,,0.0
554,82 Eri,,49.982083,-43.069722,3.332138866666667,,,0.0
2,52 Europa,52 Europa (A858 CA),50.4325,11.67628,3.3621666666666665,,,1.0
728,MCG+00-09-070,,50.53625,0.836389,3.3690833333333337,,,0.0
768,AAE-141220,,50.783333,38.655,3.385555533333333,,,0.0
36,2P/Encke,9134 Encke (4822 P-L),51.18795,15.99456,3.41253,,,1.0
1,446 Aeternitas,446 Aeternitas (A899 UB),51.76542,25.41894,3.451028,,,1.0
381,GK Per shell,,52.799583,43.904167,3.5199721999999998,,,0.0
287,GK Per,,52.8,43.904167,3.52,,,0.0
239,G77-61,,53.15875,1.966667,3.5439166666666666,,,0.0
761,CDF-S XT1,,53.161667,-27.859444,3.5441111333333333,,,0.0
148,epsilon Eri,,53.2325,-9.458333,3.5488333333333335,,,0.0
342,Palomar 1,,53.333333,79.581111,3.5555555333333335,,,0.0
461,NGC 1365,,53.402083,-36.140556,3.5601388666666667,,,0.0
630,Ret II,,53.925417,-54.049167,3.5950278,,,0.0
226,HR 1099,,54.197083,0.587778,3.6131388666666666,,,0.0
505,Fornax cluster,,54.625,-35.455,3.6416666666666666,,,0.0
550,Miranda,Miranda (705),54.8854,19.33166,3.6590266666666666,,,1.0
676,Uranus,Uranus (799),54.88544,19.33422,3.6590293333333337,,,1.0
468,LEDA 074886,,55.18,-18.645278,3.6786666666666665,,,0.0
43,(385185) 1993 RO,385185 (1993 RO),55.39213,16.091,3.6928086666666666,,,1.0
463,NGC 1433,,55.506667,-47.221944,3.7004444666666667,,,0.0
243,NLTT 11748,,56.32,17.8025,3.7546666666666666,,,0.0
24,433 Eros,433 Eros (A898 PA),56.43564,22.18846,3.762376,,,1.0
627,SPT 0346-52,,56.671667,-52.085,3.7781111333333333,,,0.0
582,WD 0346+246,,56.69375,24.934167,3.7795833333333335,,,0.0
541,2012 VP113,(2012 VP113),56.87143,5.5006,3.7914286666666666,,,1.0
27,25 Phocaea,25 Phocaea (A853 GB),56.88996,3.09346,3.7926640000000003,,,1.0
141,PPL 15,,57.019583,23.658333,3.801305533333333,,,0.0
247,GD 50,,57.209167,0.975556,3.813944466666667,,,0.0
193,zeta Per,,58.532917,31.883611,3.9021944666666664,,,0.0
41,(24835) 1995 SM55,24835 (1995 SM55),58.64623,40.98863,3.9097486666666668,,,1.0
98,90377 Sedna,90377 Sedna (2003 VB12),60.7118,8.61241,4.047453333333333,,,1.0
497,0402+379,,61.455417,38.058889,4.0970278,,,0.0
805,Hertzsprung's object,,62.929167,59.899167,4.1952778,,,0.0
806,HIP 114176,,62.929167,59.899167,4.1952778,,,0.0
135,2MASSI J0415195-093506,,63.83125,-9.585278,4.255416666666666,,,0.0
218,gamma Dor,,64.006667,-51.486667,4.267111133333333,,,0.0
219,53 Per,,65.388333,46.498889,4.3592222000000005,,,0.0
322,T Tau,,65.4975,19.535,4.3665,,,0.0
120,HD 28185,,66.609583,-10.550833,4.440638866666666,,,0.0
256,Stein 2051B,,67.8025,58.978056,4.520166666666666,,,0.0
664,HE 0430-2457,,68.265833,-24.855556,4.551055533333334,,,0.0
560,V830 Tau,,68.291667,24.561944,4.5527778,,,0.0
773,IRAS 04287+6444,,68.366667,64.848056,4.5577778,,,0.0
776,UGC 3097,,68.952083,2.258333,4.596805533333334,,,0.0
168,Aldebaran,,68.98,16.509167,4.598666666666667,,,0.0
174,R Dor,,69.19,-62.077222,4.612666666666667,,,0.0
272,PSR J0437-4715,,69.315833,-47.2525,4.621055533333333,,,0.0
5,16 Psyche,16 Psyche (A852 FA),69.90072,18.93991,4.660048000000001,,,1.0
580,RX J0439.8-6809,,69.956667,-68.150278,4.6637778,,,0.0
353,TMC-1,,70.44125,25.690833,4.696083333333333,,,0.0
730,3C 125,,71.574167,39.750833,4.771611133333334,,,0.0
152,pi 3 Ori,,72.46,6.961389,4.830666666666667,,,0.0
71,GM Aur,,73.795833,30.366389,4.9197222,,,0.0
131,AB Aur,,73.940833,30.551111,4.929388866666667,,,0.0
330,epsilon Aur,,75.492083,43.823333,5.032805533333333,,,0.0
184,zeta Aur,,75.619583,41.075833,5.041305533333333,,,0.0
711,bet Cam,,75.854583,60.442222,5.056972200000001,,,0.0
252,G191-B2B,,76.3775,52.831111,5.091833333333333,,,0.0
794,5.13 +2.1,,76.95,2.1,5.13,,,0.0
491,TXS 0506+056,,77.358333,5.693056,5.1572222000000005,,,0.0
209,Kapteyn's star,,77.919167,-45.018333,5.194611133333334,,,0.0
753,MASTER OT J051515.25+223945.7,,78.813333,22.662778,5.2542222,,,0.0
181,Capella Ab,,79.1725,45.998056,5.2781666666666665,,,0.0
186,Capella Aa,,79.1725,45.998056,5.2781666666666665,,,0.0
607,Be 17,,80.155833,30.59,5.3437222,,,0.0
596,2MASS J05215658+4359220,,80.485833,43.989444,5.3657221999999996,,,0.0
42,(15788) 1993 SB,15788 (1993 SB),80.80658,25.14527,5.387105333333333,,,1.0
142,2MASS J0523-1403,,80.909167,-14.050556,5.3939444666666665,,,0.0
729,3C 141,,81.6775,32.832778,5.445166666666666,,,0.0
733,FRB 121102,,83.04,33.086944,5.5360000000000005,,,0.0
208,2MASS J0532+8246,,83.226667,82.779167,5.548444466666667,,,0.0
376,Crab nebula,,83.632917,22.014444,5.575527800000001,,,0.0
266,Crab pulsar,,83.632917,22.014444,5.575527800000001,,,0.0
355,Orion hot core,,83.810417,-5.375,5.587361133333333,,,0.0
357,M42,,83.822083,-5.391111,5.588138866666667,,,0.0
192,iota Ori,,83.858333,-5.91,5.590555533333333,,,0.0
375,SN 1987A,,83.866667,-69.269722,5.591111133333333,,,0.0
592,NS 1987A,,83.866667,-69.269722,5.591111133333333,,,0.0
361,HH 1,,84.086667,-6.753611,5.6057778,,,0.0
229,zeta Tau,,84.41125,21.1425,5.627416666666666,,,0.0
586,PSR J0537-6910,,84.444583,-69.171389,5.629638866666666,,,0.0
351,Ori A,,84.559167,-7.118889,5.637277800000001,,,0.0
619,30 Dor,,84.65,-69.086389,5.6433333333333335,,,0.0
566,R136 a1,,84.680417,-69.102222,5.645361133333334,,,0.0
600,Melnick 34,,84.684583,-69.101667,5.645638866666667,,,0.0
302,A 0535+26,,84.7275,26.315833,5.6485,,,0.0
385,N159F,,84.911667,-69.743333,5.6607778,,,0.0
709,BD +31 1048,,85.149583,31.358333,5.676638866666667,,,0.0
717,Landstreet's star,,85.235,-1.507222,5.682333333333333,,,0.0
382,CAL 83 nebula,,85.8925,-68.372778,5.726166666666667,,,0.0
38,9P/Tempel 1,9P/Tempel 1 (90000192),86.09181,29.61806,5.739453999999999,,,1.0
132,FU Ori,,86.343333,9.07,5.7562222,,,0.0
536,Galactic anticenter,,86.405,28.936111,5.7603333333333335,,,0.0
35,beta Pic,,86.82125,-51.066389,5.788083333333334,,,0.0
14,Dactyl,243 Ida (A884 SB),87.76315,24.35288,5.850876666666666,,,1.0
702,OGLE LMC-CEP-4506,,88.3725,-67.899722,5.8915,,,0.0
89,HD 40307,,88.5175,-60.023333,5.901166666666667,,,0.0
195,Betelgeuse,,88.792917,7.406944,5.9195278,,,0.0
567,EBLM J0555-57 Ab,,88.88625,-57.290556,5.92575,,,0.0
699,ASASSN-V J060000.76-310027.83,,90.003333,-31.007778,6.0002222,,,0.0
241,HD 271791,,92.060417,-71.385278,6.137361133333333,,,0.0
46,2011 QF99,687170 (2011 QF99),92.68415,14.42843,6.178943333333334,,,1.0
700,WISEA 0615-1247,,93.931667,-12.789444,6.262111133333334,,,0.0
178,HD 44179,,94.9925,-10.6375,6.332833333333334,,,0.0
364,Red rectangle nebula,,94.9925,-10.6375,6.332833333333334,,,0.0
190,Canopus,,95.987917,-52.695556,6.399194466666667,,,0.0
161,HD 46150,,97.98125,4.942778,6.5320833333333335,,,0.0
265,Geminga,,98.475833,17.770278,6.565055533333333,,,0.0
379,Geminga halo,,98.479167,17.769722,6.5652778000000005,,,0.0
246,Sirius B,,101.28875,-16.716944,6.752583333333333,,,0.0
632,MACS0647-JD,,101.982083,70.243333,6.798805533333334,,,0.0
371,S 308,,103.554167,-23.928333,6.903611133333333,,,0.0
198,EZ CMa,,103.554167,-23.928333,6.903611133333333,,,0.0
509,Bullet cluster,,104.623333,-55.944167,6.974888866666666,,,0.0
692,J 06587-5558,,104.675417,-55.976944,6.978361133333333,,,0.0
270,PSR B0656+14,,104.950833,14.239444,6.9967222,,,0.0
785,AGC 470027,,105.861667,-48.995278,7.0574444666666665,,,0.0
345,CMa R1,,106.0,-11.5,7.066666666666666,,,0.0
230,V838 Mon,,106.02,-3.8475,7.068,,,0.0
106,Ganymede,Ganymede (JIII),107.12574,22.82888,7.141716,,,1.0
108,Io,Io (501),107.17943,22.82394,7.145295333333333,,,1.0
105,Callisto,Callisto (JIV),107.18273,22.81939,7.145515333333334,,,1.0
104,Europa,Europa (502),107.18489,22.82165,7.145659333333333,,,1.0
113,Jupiter,Jupiter (599),107.20689,22.81967,7.147126,,,1.0
544,Metis,Metis (516),107.21407,22.81851,7.147604666666667,,,1.0
54,Amalthea,Amalthea (505),107.21716,22.81811,7.147810666666667,,,1.0
367,NGC 2346,,107.34375,0.806667,7.15625,,,0.0
56,Himalia,Himalia (506),107.79814,23.15416,7.186542666666667,,,1.0
55,Methone,Methone (506),107.79814,23.15416,7.186542666666667,,,1.0
134,WISE J071322.55-291751.9,,108.344167,-29.297778,7.222944466666666,,,0.0
658,MACS J0717.5+34,,109.402083,37.756389,7.2934722,,,0.0
803,GW100916_b,,109.858333,-27.57,7.323888866666667,,,0.0
40,153P/Ikeya-Zhang,153P/Ikeya-Zhang [2002] (74) - default,110.73859,16.31976,7.3825726666666664,,,1.0
197,VY CMa,,110.742917,-25.7675,7.382861133333334,,,0.0
802,GW100916_a,,110.979167,-27.53,7.3986111333333335,,,0.0
434,NGC 2366,,112.21625,69.208611,7.481083333333333,,,0.0
329,YY Gem,,113.655833,31.869444,7.577055533333334,,,0.0
798,WISE 0735-5946,,113.77,-59.77,7.584666666666666,,,0.0
31,21P/Giacobini-Zinner,21P/Giacobini-Zinner (90000324),114.20256,21.37732,7.613504000000001,,,1.0
331,PSR J0737-3039,,114.463333,-30.661389,7.630888866666667,,,0.0
691,2MASX J07390433+1804252,,114.767917,18.073611,7.6511944666666665,,,0.0
165,Procyon,,114.825417,5.225,7.6550278,,,0.0
585,MSP J0740+6620,,115.190833,66.342778,7.679388866666667,,,0.0
673,3C 186,,116.072917,37.888056,7.738194466666667,,,0.0
716,YZ CMi,,116.1675,3.5525,7.7445,,,0.0
774,UW CMi,,116.317083,1.182222,7.7544721999999995,,,0.0
123,Pollux,,116.32875,28.026111,7.75525,,,0.0
162,HD 64568,,118.409167,-26.234167,7.8939444666666665,,,0.0
678,HD 65949,,119.44875,-60.609722,7.96325,,,0.0
795,08.00-08.50,,120.25,-8.533333,8.016666666666667,,,0.0
654,J0804+3607,,121.129167,36.121667,8.0752778,,,0.0
597,HM Cnc,,121.595833,15.458611,8.106388866666666,,,0.0
564,GJ 3483 B,,121.81125,-66.313611,8.12075,,,0.0
75,NGC 2547 ID8,,122.260417,-48.971389,8.150694466666668,,,0.0
199,gamma 2 Vel,,122.383333,-47.336667,8.158888866666667,,,0.0
635,J0811+4730,,122.967083,47.507222,8.197805533333334,,,0.0
788,GJ 299,,122.99,8.773056,8.199333333333334,,,0.0
755,PTF 11agg,,125.571667,21.627222,8.371444466666667,,,0.0
677,HIP 41378,,126.615833,10.080278,8.441055533333333,,,0.0
278,FG Hya,,126.76625,3.514444,8.451083333333333,,,0.0
562,omicron UMa,,127.56625,60.718056,8.504416666666666,,,0.0
659,Abell 665,,127.688333,65.881944,8.512555533333334,,,0.0
430,HIZOA J0836-43,,129.175417,-43.635278,8.611694466666668,,,0.0
235,40 Cnc,,130.047917,19.971111,8.669861133333335,,,0.0
334,IC 2391,,130.133333,-53.033333,8.675555533333332,,,0.0
253,LHS 253,,130.385,-32.9425,8.692333333333332,,,0.0
685,M67-S1063,,132.805833,11.861111,8.8537222,,,0.0
335,M67,,132.825,11.8,8.854999999999999,,,0.0
400,UMa II,,132.875,63.13,8.858333333333333,,,0.0
231,M67-S1237,,132.959167,11.768611,8.863944466666668,,,0.0
90,55 Cnc,,133.149167,28.330833,8.876611133333334,,,0.0
8,1862 Apollo,1862 Apollo (1932 HA),133.65642,28.71048,8.910428,,,1.0
498,OJ 287,,133.70375,20.108611,8.913583333333333,,,0.0
409,D563-4,,133.78,19.751111,8.918666666666667,,,0.0
133,WISE J085510.83-071442.5,,133.795,-7.245278,8.919666666666666,,,0.0
166,iota UMa,,134.802083,48.041944,8.986805533333333,,,0.0
303,Vel X-1,,135.52875,-40.554722,9.03525,,,0.0
286,T Pyx,,136.172917,-32.38,9.078194466666668,,,0.0
242,HVS 1,,136.9375,2.751944,9.129166666666666,,,0.0
175,RS Cnc,,137.661667,30.963056,9.177444466666666,,,0.0
524,HST,Hubble Space Telescope (1990-037B),138.03918,-40.15211,9.202611999999998,,,1.0
79,WD J0914+1914,,138.522083,19.236667,9.234805533333335,,,0.0
460,NGC 2787,,139.8275,69.203333,9.321833333333332,,,0.0
636,NGC 2841,,140.51125,50.976389,9.367416666666665,,,0.0
720,PSR B0919+06,,140.558333,6.639722,9.370555533333334,,,0.0
121,HD 80606,,140.656667,50.603611,9.377111133333333,,,0.0
182,alpha Hya,,141.896667,-8.658611,9.459777800000001,,,0.0
500,B2 0924+30,,141.97,29.985833,9.464666666666666,,,0.0
815,TU Leo,,142.460833,21.381111,9.497388866666666,,,0.0
478,NGC 2911,,143.442083,10.1525,9.562805533333334,,,0.0
431,I Zwicky 18,,143.50875,55.240278,9.56725,,,0.0
629,Ant 2,,143.886667,-36.767222,9.592444466666667,,,0.0
499,Hanny's voorwerp,,145.265833,34.726111,9.684388866666666,,,0.0
724,Leoncino dwarf,,145.885,33.449444,9.725666666666665,,,0.0
277,W UMa,,145.939583,55.9525,9.729305533333333,,,0.0
67,C/2019 Q4 (Borisov),C/2019 Q4 (90004555),146.04976,69.94369,9.736650666666666,,,1.0
189,l Car,,146.311667,-62.507778,9.754111133333334,,,0.0
244,LAWD 32,,146.662917,43.914444,9.7775278,,,0.0
418,SS 16,,146.750417,25.679444,9.783361133333333,,,0.0
176,IRC +10216,,146.989167,13.278889,9.7992778,,,0.0
212,HD 84937,,147.23375,13.744167,9.815583333333333,,,0.0
707,NGC 3021-CANDIDATE 1,,147.730833,33.553889,9.8487222,,,0.0
407,M81,,148.888333,69.065278,9.925888866666666,,,0.0
310,M82 X-1,,148.958333,69.679444,9.930555533333335,,,0.0
312,M82 X-2,,148.9625,69.679167,9.930833333333334,,,0.0
428,M82,,148.968333,69.679722,9.9312222,,,0.0
745,43.78+59.3,,148.96875,69.679167,9.93125,,,0.0
638,SS 14,,149.3625,8.583889,9.957500000000001,,,0.0
652,COSMOS 5921+0638,,149.840417,2.110556,9.989361133333334,,,0.0
633,ZF-COSMOS-20115,,150.061667,2.378611,10.004111133333334,,,0.0
661,CL J1001+0220,,150.238333,2.336944,10.015888866666668,,,0.0
781,UGC 5394,,150.449583,36.498611,10.0299722,,,0.0
423,NGC 3077,,150.829583,68.733889,10.055305533333334,,,0.0
394,NGC 3115,,151.308333,-7.718611,10.087222200000001,,,0.0
622,Segue 1,,151.763333,16.073611,10.117555533333332,,,0.0
32,1P/Halley,2688 Halley (1982 HG1),151.98054,15.58343,10.132036,,,1.0
180,Regulus,,152.092917,11.967222,10.1395278,,,0.0
45,79360 Sila-Nunam,79360 Sila-Nunam (1997 CS29),152.47417,10.24249,10.164944666666665,,,1.0
356,Sex A hole,,152.752083,-4.691667,10.1834722,,,0.0
628,WISE J101326.25+611220.1,,153.359167,61.205556,10.223944466666667,,,0.0
274,NGC 3201 BH1,,154.404583,-46.415278,10.293638866666667,,,0.0
300,PSR J1023+0038,,155.94875,0.644722,10.396583333333332,,,0.0
573,SDSS J102915+172927,,157.312917,17.491111,10.4875278,,,0.0
433,Haro 2,,158.133333,54.401111,10.5422222,,,0.0
581,PG 1031+234,,158.455,23.154444,10.563666666666668,,,0.0
743,J103916.2+585124,,159.8175,58.856667,10.6545,,,0.0
568,Feige 34,,159.902917,43.1025,10.660194466666667,,,0.0
369,SBW 1,,160.080833,-59.819444,10.672055533333333,,,0.0
114,HD 93083,,161.087083,-33.576944,10.739138866666668,,,0.0
370,Homunculus nebula,,161.264583,-59.684444,10.7509722,,,0.0
203,eta Car,,161.264583,-59.684444,10.7509722,,,0.0
515,Leo ring,,161.945083,12.1864,10.796338866666668,,,0.0
323,Luhman 16,,162.32875,-53.319444,10.821916666666668,,,0.0
137,Luhman 16B,,162.32875,-53.319167,10.821916666666668,,,0.0
138,Luhman 16A,,162.329167,-53.319444,10.821944466666668,,,0.0
814,Swift trigger 954840,,163.625,-49.581111,10.908333333333333,,,0.0
30,6P/d'Arrest,6P/d'Arrest (90000145),163.73348,14.95345,10.915565333333332,,,1.0
202,AG Car,,164.048333,-60.453611,10.936555533333335,,,0.0
144,Wolf 359,,164.12,7.014444,10.941333333333334,,,0.0
427,HLock-01 (R),,164.462917,57.5075,10.964194466666667,,,0.0
69,TW Hya,,165.46625,-34.704722,11.031083333333333,,,0.0
260,SDSS 1102+2054,,165.665833,20.911111,11.044388866666667,,,0.0
145,HD 95735,,165.834167,35.97,11.055611133333334,,,0.0
791,TYC 3010-1024-1,,166.0825,40.178333,11.072166666666668,,,0.0
539,Cha 110913-773444,,167.306667,-77.579167,11.1537778,,,0.0
7,420 Bertholda,420 Bertholda (A896 RC),168.71234,-4.90557,11.247489333333334,,,1.0
686,[SBD2011] 5,,168.779167,-61.257222,11.251944466666666,,,0.0
606,HD 97950,,168.780417,-61.260833,11.2520278,,,0.0
359,NGC 3603,,168.8275,-61.257222,11.255166666666666,,,0.0
599,TWA 42,,169.885417,-11.629722,11.325694466666667,,,0.0
304,Cen X-3,,170.312917,-60.623889,11.354194466666666,,,0.0
769,AAC-150108,,171.45,16.3,11.43,,,0.0
655,HCG 54,,172.3125,20.578333,11.4875,,,0.0
674,SDSS J113323.97+550415.9,,173.35,55.071111,11.556666666666667,,,0.0
679,Przybylski's star,,174.404167,-46.709722,11.626944466666666,,,0.0
501,Arp 294,,174.925,31.916667,11.661666666666667,,,0.0
714,ASASSN-19lb,,174.955833,-70.675278,11.6637222,,,0.0
110,GJ 436,,175.54625,26.706667,11.703083333333332,,,0.0
13,90 Antiope,90 Antiope (A866 TA),176.17067,4.83205,11.744711333333333,,,1.0
257,LAWD 37,,176.42875,-64.841389,11.761916666666668,,,0.0
63,WD 1145+017,,177.14,1.483056,11.809333333333333,,,0.0
